mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.1799137592315674,0.21255758081026438,0.15595154762268065,0.018980186415317433,,5,1,30,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.5721436984687868,0.5767997668318274,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731398805939883,0.006762609244331031,64,0.5767267653214849,0.5686734427938493,0.5764300886252106,0.5724477787584584,0.5776058931860036,0.5743767937370013,0.003359011174901602
2.296511650085449,0.12979272035859324,0.15240259170532228,0.014883494090980769,,5,5,2,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.5720594729868983,0.576715721987469,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731062265287389,0.006756116223768079,67,0.57668441343859,0.5686311008525371,0.5764300886252106,0.5723846295274867,0.5775420763819836,0.5743344617651616,0.0033625254731760017
2.180230951309204,0.1997935889832063,0.14559173583984375,0.010898353454673316,,5,5,10,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.5720594729868983,0.576715721987469,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731062265287389,0.006756116223768079,67,0.57668441343859,0.5686311008525371,0.5764300886252106,0.5723846295274867,0.5775420763819836,0.5743344617651616,0.0033625254731760017
2.0470042705535887,0.09360993251867607,0.12994093894958497,0.012474476334861663,,5,5,30,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.5720594729868983,0.576715721987469,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731062265287389,0.006756116223768079,67,0.57668441343859,0.5686311008525371,0.5764300886252106,0.5723846295274867,0.5775420763819836,0.5743344617651616,0.0033625254731760017
2.312974691390991,0.1729354809442268,0.1585536003112793,0.018599518384649523,,5,10,2,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.5720594729868983,0.576715721987469,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731062265287389,0.006756116223768079,67,0.57668441343859,0.5686311008525371,0.5764300886252106,0.5723846295274867,0.5775420763819836,0.5743344617651616,0.0033625254731760017
2.2480295181274412,0.1628250794304427,0.15460624694824218,0.02264700668233528,,5,10,10,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.5720594729868983,0.576715721987469,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731062265287389,0.006756116223768079,67,0.57668441343859,0.5686311008525371,0.5764300886252106,0.5723846295274867,0.5775420763819836,0.5743344617651616,0.0033625254731760017
2.193757677078247,0.15130018713997995,0.14476795196533204,0.017955705957931584,,5,10,30,"{'model__class_weight': None, 'model__max_depth': 5, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.5720594729868983,0.576715721987469,0.57019245114128,0.5834195359834491,0.5631439505445982,0.5731062265287389,0.006756116223768079,67,0.57668441343859,0.5686311008525371,0.5764300886252106,0.5723846295274867,0.5775420763819836,0.5743344617651616,0.0033625254731760017
2.7297202587127685,0.33438981985436855,0.17295918464660645,0.044501124090715036,,10,1,2,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6708895621041036,0.6652619749964883,0.6482541499713795,0.666015625,0.6590445079624336,0.661893164006881,0.007789946032770301,42,0.6872786050830554,0.6761626664767467,0.67595942399092,0.6868602754935638,0.6923156053903919,0.6837153152869355,0.006538335454558337
3.0388668537139893,0.3390250639723715,0.18594894409179688,0.026785607497877423,,10,1,10,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.6713498622589532,0.6654484115827944,0.6483390607101948,0.6664803688696381,0.6595773687798228,0.6622390144402807,0.007894174265991087,39,0.6857221476971761,0.6742918225547836,0.6740464786233812,0.6849048743230107,0.690277634784996,0.6818485915966696,0.006532561446142498
3.013741445541382,0.293383800673334,0.1672586441040039,0.014291367178348523,,10,1,30,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.6719955898566703,0.6652596032081047,0.648578811369509,0.6667596985766118,0.6599206891836455,0.6625028784389084,0.007954608278248426,37,0.6829402651058702,0.670890581618851,0.6706233563153031,0.6817771607080875,0.6863014640181456,0.6785065655532515,0.0065002019298797
2.670864200592041,0.17369411390964384,0.14157042503356934,0.017353615421524287,,10,5,2,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.6711538461538461,0.6662913441238565,0.6488888888888888,0.666294175164129,0.660207423580786,0.6625671355823013,0.007670134615258413,34,0.6845180805719786,0.671778047214892,0.6715670608288058,0.6828641838186804,0.6875193345478293,0.6796493413964372,0.006682172647105205
2.8246779918670653,0.23030188651344544,0.16840386390686035,0.02458475572863904,,10,5,10,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.6711538461538461,0.6662913441238565,0.6488888888888888,0.666294175164129,0.660207423580786,0.6625671355823013,0.007670134615258413,34,0.6845180805719786,0.671778047214892,0.6715670608288058,0.6828641838186804,0.6875193345478293,0.6796493413964372,0.006682172647105205
2.589617109298706,0.1343324673129451,0.1591097354888916,0.024698741426567576,,10,5,30,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.6714462980835516,0.6653510008457851,0.6492236917768832,0.6671315018825826,0.6612903225806451,0.6628885630338895,0.007570786461766853,33,0.6812248131436641,0.6695878308574685,0.6688477951635846,0.6802442578585802,0.6846791103777801,0.6769167614802155,0.006460759137786467
2.7901204109191893,0.19680277739936525,0.15866680145263673,0.021877042771600422,,10,10,2,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.6708074534161491,0.6648770839220118,0.6465690496698249,0.6641371557054525,0.6632110216887191,0.6619203528804316,0.008123612070820298,40,0.6793782383419689,0.6691202744229258,0.6681367144432194,0.6790943553716134,0.6855201290455435,0.6762499423250542,0.006640330028527773
2.611868381500244,0.3274159998230289,0.15598201751708984,0.01801190404690976,,10,10,10,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.6708074534161491,0.6648770839220118,0.6465690496698249,0.6641371557054525,0.6632110216887191,0.6619203528804316,0.008123612070820298,40,0.6793782383419689,0.6691202744229258,0.6681367144432194,0.6790943553716134,0.6855201290455435,0.6762499423250542,0.006640330028527773
2.944610357284546,0.2880592830337321,0.15293893814086915,0.022024199440907208,,10,10,30,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.671816802317561,0.6644077368346746,0.6458483234997842,0.6650771388499299,0.6641179683233206,0.662253593965054,0.00867959079680054,38,0.678612118073537,0.6685230802184856,0.6669040159498718,0.6783938814531548,0.6843279228578292,0.6753522037105757,0.006609859052419186
3.298270511627197,0.30490359905690595,0.16125974655151368,0.01904280052768413,,20,1,2,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6668364747834946,0.6649544111981508,0.6646983311938383,0.6447281821771752,0.6554987212276214,0.6593432241160561,0.008302903723207643,44,0.8838484868038975,0.8828564918790482,0.8748181906331814,0.8779136856681283,0.8860233215318154,0.8810920353032141,0.004110765113663486
2.860951805114746,0.34399459392744386,0.14470381736755372,0.011898872606919901,,20,1,10,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.6739747227237555,0.6680666754167214,0.6670161184641593,0.6481830417227457,0.6553436111836948,0.6625168339022153,0.009372728962964653,36,0.8357408980979149,0.8336703908762391,0.8292426827667673,0.8302279517910498,0.8377719182597232,0.8333307683583389,0.0032245246383638716
3.062187433242798,0.27977300467416616,0.1615617275238037,0.01822365508690919,,20,1,30,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.6712938711367208,0.6752591017804943,0.6693301371687309,0.6593641464066257,0.6642876024319323,0.6679069717849008,0.0055431038662126135,25,0.7851930125813162,0.7784662535811846,0.7814027736206725,0.7827308296826405,0.7828833621492219,0.782135246323007,0.0022028325091740793
2.9838242053985597,0.3626575181327934,0.15187397003173828,0.0182089532349545,,20,5,2,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.6719542322194774,0.6688515993707393,0.6672820783331136,0.6489548213081592,0.6640388910787018,0.6642163244620383,0.00804617670525905,31,0.8102395799146702,0.8096592788620576,0.8022459964117217,0.8049189116740383,0.8106058107707022,0.8075339155266379,0.0033488703526330884
3.19891095161438,0.37232979177297426,0.1481403350830078,0.01697608302701174,,20,5,10,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.6719542322194774,0.6688515993707393,0.6672820783331136,0.6489548213081592,0.6640388910787018,0.6642163244620383,0.00804617670525905,31,0.8102395799146702,0.8096592788620576,0.8022459964117217,0.8049189116740383,0.8106058107707022,0.8075339155266379,0.0033488703526330884
3.3054197311401365,0.4285512250947927,0.1816800594329834,0.03447305814302921,,20,5,30,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.673509672325306,0.6829722185298418,0.6681116228664319,0.6574973031283711,0.6682545983856027,0.6700690830471107,0.008288573039286831,23,0.772476275501769,0.7684683186429403,0.7627975989748432,0.7695157270829124,0.7698370291210259,0.7686189898646981,0.0031961759483479972
3.272439479827881,0.2690384484541168,0.15761847496032716,0.01732860545058536,,20,10,2,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.6701333333333334,0.677752447364892,0.6612422023325196,0.6544855062508587,0.663803516306536,0.6654834011176279,0.007923570370003817,27,0.7685085836909872,0.7698648648648648,0.7646999154691463,0.7679520370622701,0.7691579943235572,0.768036679082165,0.0017868106092795368
3.412103033065796,0.39181422909953617,0.15445189476013182,0.013811672755838656,,20,10,10,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.6701333333333334,0.677752447364892,0.6612422023325196,0.6544855062508587,0.663803516306536,0.6654834011176279,0.007923570370003817,27,0.7685085836909872,0.7698648648648648,0.7646999154691463,0.7679520370622701,0.7691579943235572,0.768036679082165,0.0017868106092795368
3.1262495040893556,0.34532276147120894,0.1584855556488037,0.025232937610338946,,20,10,30,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.6748531767218366,0.680520176967422,0.6656728554004607,0.6548576100286142,0.6665774327399278,0.6684962503716522,0.008748156995345226,24,0.7586183746769158,0.7585834374261504,0.7549642037012022,0.7599159265034917,0.7595532831001076,0.7583270450815736,0.0017599724979688054
3.6775787830352784,0.30048460205599437,0.1854372501373291,0.043605583423134545,balanced,,1,2,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6390918580375783,0.6377901698871742,0.6303896103896104,0.626673667629299,0.6291347775327539,0.6326160166952831,0.00492129669722126,54,0.9958871725120633,0.9961775186264982,0.9967264123423978,0.9962743382900833,0.996145249586991,0.9962421382716068,0.00027390583163533147
3.7398945808410646,0.4428622959252321,0.17000226974487304,0.03675437974914517,balanced,,1,10,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.6519520588584312,0.6525027007562118,0.6466578978835347,0.6483952398124775,0.6426447853490308,0.6484305365319372,0.003622210688300037,49,0.8869828456104945,0.8892994427724307,0.8890872838734637,0.8891135025863607,0.8905083434962372,0.8889982836677973,0.001136148272929177
4.068718147277832,0.4634266681274918,0.18856987953186036,0.022066365215953176,balanced,,1,30,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.6726062929965039,0.6695376246600181,0.6675709279981915,0.663124576079584,0.6655518394648829,0.667678252239836,0.003256131688095224,26,0.8031956790818049,0.8035106472755914,0.8071380319747804,0.8037220774124836,0.8045365443853263,0.8044205960259972,0.001429283642929551
3.6830832958221436,0.5999089904906905,0.16375694274902344,0.023652413703423157,balanced,,5,2,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.6741056022086737,0.6688893998620372,0.6593861363375101,0.6598984771573604,0.6609471516815374,0.6646453534494238,0.005854521876595956,29,0.8402459087366871,0.8380372677940796,0.8400403283883048,0.8391636625811103,0.838271675968011,0.8391517686936385,0.0008948181591996361
3.609145450592041,0.30413272048261947,0.1771770477294922,0.04463018127556628,balanced,,5,10,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.6741056022086737,0.6688893998620372,0.6593861363375101,0.6598984771573604,0.6609471516815374,0.6646453534494238,0.005854521876595956,29,0.8402459087366871,0.8380372677940796,0.8400403283883048,0.8391636625811103,0.838271675968011,0.8391517686936385,0.0008948181591996361
3.7491185665130615,0.5149570787351292,0.18204088211059571,0.029231509203721556,balanced,,5,30,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.6810067634992792,0.6799689613124931,0.6770591487009398,0.6688217590012262,0.6745796241345203,0.6762872513296918,0.004360600312162304,20,0.7829843801927551,0.7842528416967008,0.7868698060941828,0.7864201643348878,0.7856174802931821,0.7852289345223417,0.0014320081801684297
3.8644740104675295,0.5061653887318583,0.2094420909881592,0.035946604567769894,balanced,,10,2,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.6836038052602127,0.6801466503721809,0.6795830500793111,0.6682269029310153,0.6765360641139804,0.6776192945513401,0.0052047793454354195,10,0.7848122392211405,0.7852326553357482,0.7880094043887147,0.7854961408184796,0.7888049258326336,0.7864710731193434,0.001615501970378067
4.021276760101318,0.4663774164324113,0.20192193984985352,0.02572864765938928,balanced,,10,10,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.6836038052602127,0.6801466503721809,0.6795830500793111,0.6682269029310153,0.6765360641139804,0.6776192945513401,0.0052047793454354195,10,0.7848122392211405,0.7852326553357482,0.7880094043887147,0.7854961408184796,0.7888049258326336,0.7864710731193434,0.001615501970378067
4.163152647018433,0.41109809600094405,0.20095949172973632,0.015337483074133164,balanced,,10,30,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.6832463639391584,0.6831792162043153,0.6853845300188658,0.6745758953320767,0.6763540290620872,0.6805480069113007,0.004262673238188474,7,0.7723094758342764,0.771383621760371,0.7741046831955923,0.7736421284808381,0.7752808988764045,0.7733441616294965,0.0013661932318538871
3.1531510829925535,0.16673356000394327,0.20598373413085938,0.01729110826083688,balanced,5,1,2,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.11193585395813,0.32403137620546674,0.1891726016998291,0.009276905094784817,balanced,5,1,10,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.0419343948364257,0.16644207335490882,0.24583964347839354,0.07023585674434622,balanced,5,1,30,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.437797451019287,0.10970282466789323,0.20341243743896484,0.02010339602542396,balanced,5,5,2,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.1600720405578615,0.24631942580792263,0.20649304389953613,0.030482444257144685,balanced,5,5,10,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.272260284423828,0.3036869248696162,0.22040371894836425,0.027880916912571222,balanced,5,5,30,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.109193229675293,0.3775741780840652,0.20106282234191894,0.014534056066562795,balanced,5,10,2,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.1793423175811766,0.2705951352022568,0.21743922233581542,0.033269202313862364,balanced,5,10,10,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
3.5974640369415285,0.36875690726377486,0.21829643249511718,0.020759946756136186,balanced,5,10,30,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.6209687016541712,0.6296471702581103,0.6149809160305344,0.61902474177276,0.6059296603048854,0.6181102380040923,0.007749413739324296,55,0.6173610491569275,0.6162741925819402,0.6188250606401231,0.6179241051403965,0.6211867448259362,0.6183142304690648,0.0016573951345937943
4.320036602020264,0.4282102120932628,0.22488851547241212,0.009264465004436399,balanced,10,1,2,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6815020862308763,0.6836801752464403,0.675160622890123,0.670076169749728,0.6761229314420804,0.6773083971118495,0.004827213701559665,13,0.6902673854158285,0.6971456882552091,0.6958264496384368,0.6942028202496083,0.6934583491409679,0.6941801385400101,0.002338202589744177
4.081666946411133,0.33593763368879087,0.23350238800048828,0.03982407184988307,balanced,10,1,10,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.6804828543958978,0.6831563970668709,0.6750027182776992,0.670215077123615,0.6748202982512606,0.6767354690230688,0.004570711735154759,15,0.6891138969248902,0.6962213299598482,0.6945391567895222,0.6931628082672279,0.6924347002300717,0.693094378434312,0.0023727326592251482
4.029049921035766,0.3236217699157986,0.20570993423461914,0.026727924825226564,balanced,10,1,30,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.6813610100577787,0.6831293706293706,0.6755903798019371,0.6706508747147669,0.673885077186964,0.6769233424781635,0.004659600332206888,14,0.6873357292281285,0.6937721491167825,0.6926845110828439,0.691010174614741,0.6904819896619848,0.6910569107408961,0.00220006875685389
4.192797040939331,0.350632904342973,0.1971116542816162,0.014959519176594896,balanced,10,5,2,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.6806148590947908,0.6832786885245902,0.6755729336374497,0.669269139015398,0.6743188157047844,0.6766108871954026,0.004913727122699817,17,0.6876304661992185,0.694694639718805,0.6928486422157308,0.6919704102219233,0.6910624037188184,0.6916413124148992,0.002337125622793031
4.020191717147827,0.44512580495991527,0.21101861000061034,0.02297360373265175,balanced,10,5,10,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.6806148590947908,0.6832786885245902,0.6755729336374497,0.669269139015398,0.6743188157047844,0.6766108871954026,0.004913727122699817,17,0.6876304661992185,0.694694639718805,0.6928486422157308,0.6919704102219233,0.6910624037188184,0.6916413124148992,0.002337125622793031
3.8912832260131838,0.4328872799896882,0.2190826416015625,0.023510491337279255,balanced,10,5,30,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 30}",0.6816287271561398,0.6821705426356589,0.6753642096107849,0.6701377589760278,0.6741018766756032,0.6766806230108429,0.004600323875534972,16,0.6863096991937429,0.6927785249636319,0.6914568515563729,0.6902330594099421,0.6894761041841344,0.6900508478615649,0.0021806784935340423
