threshold,precision,recall,f1
0.3,0.5147191155675537,0.8332986472424557,0.6363636363636364
0.35,0.555885408935728,0.7793964620187305,0.648934326806446
0.39999999999999997,0.5977999312478515,0.7238293444328824,0.6548056104678528
0.44999999999999996,0.632088520055325,0.6657648283038502,0.6484897628218123
0.49999999999999994,0.6737357259380098,0.6016649323621228,0.6356640281442393
0.5499999999999999,0.7085778150321319,0.527783558792924,0.6049618320610687
0.5999999999999999,0.742686170212766,0.46493236212278877,0.5718674004863689
0.6499999999999999,0.7785016286644951,0.3979188345473465,0.5266492218702657
0.7,0.8112617309697602,0.3238293444328824,0.46288859140264765
