accuracy,balanced_accuracy,precision,recall,f1,confusion_matrix,roc_auc,pr_auc,log_loss
0.837929061784897,0.8289320994115679,0.6699413995174078,0.80894901144641,0.7329122277741115,"[[10760, 1915], [918, 3887]]",0.9136023988818354,0.8008738223236871,0.3678505576417262
